Change Slime;4295
Moon Envoy;4296
Fireyarou;4297
Psychic Kappa;4298
Masaki the Legendary Swordsman;4299
Dragoness the Wicked Knight;4300
Bio Plant;4301
One-Eyed Shield Dragon;4302
Cyber Soldier of Darkworld;4303
Wicked Dragon with the Ersatz Head;4304
Sonic Maid;4305
Kurama;4306
Legendary Sword;4307
Sword of Dark Destruction;4308
Dark Energy;4309
Axe of Despair;4310
Laser Cannon Armor;4311
Insect Armor with Laser Cannon;4312
Elf's Light;4313
Beast Fangs;4314
Steel Shell;4315
Vile Germs;4316
Black Pendant;4317
Silver Bow and Arrow;4318
Horn of Light;4319
Horn of the Unicorn;4320
Dragon Treasure;4321
Electro-Whip;4322
Cyber Shield;4323
Elegant Egotist;4324
Mystical Moon;4325
Stop Defense;4326
Malevolent Nuzzler;4327
Violet Crystal;4328
Book of Secret Arts;4329
Invigoration;4330
Machine Conversion Factory;4331
Raise Body Heat;4332
Follow Wind;4333
Power of Kaishin;4334
Dragon Capture Jar;4335
Forest;4336
Wasteland;4337
Mountain;4338
Sogen;4339
Umi;4340
Yami;4341
Dark Hole;4342
Raigeki;4343
Mooyan Curry;4344
Red Medicine;4345
Goblin's Secret Remedy;4346
Soul of the Pure;4347
Dian Keto the Cure Master;4348
Sparks;4349
Hinotama;4350
Final Flame;4351
Ookazi;4352
Tremendous Fire;4353
Swords of Revealing Light;4354
Spellbinding Circle;4355
Dark-Piercing Light;4356
Yaranzo;4357
Kanan the Swordmistress;4358
Takriminos;4359
Stuffed Animal;4360
Megasonic Eye;4361
Super War-Lion;4362
Yamadron;4363
Seiyaryu;4364
Three-Legged Zombies;4365
Zera the Mant;4366
Flying Penguin;4367
Millennium Shield;4368
Fairy's Gift;4369
Black Luster Soldier;4370
Fiend's Mirror;4371
Labyrinth Wall;4372
Jirai Gumo;4373
Shadow Ghoul;4374
Wall Shadow;4375
Labyrinth Tank;4376
Sanga of the Thunder;4377
Kazejin;4378
Suijin;4379
Gate Guardian;4380
Dungeon Worm;4381
Monster Tamer;4382
Ryu-Kishin Powered;4383
Swordstalker;4384
La Jinn the Mystical Genie of the Lamp;4385
Blue-Eyes Ultimate Dragon;4386
Toon Alligator;4387
Rude Kaiser;4388
Parrot Dragon;4389
Dark Rabbit;4390
Bickuribox;4391
Harpie's Pet Dragon;4392
Mystic Lamp;4393
Pendulum Machine;4394
Giltia the D. Knight;4395
Launcher Spider;4396
Zoa;4397
Metalzoa;4398
Dancing Elf;4401
Ocubeam;4402
Leghul;4403
Ooguchi;4404
Emperor of the Land and Sea;4406
Ushi Oni;4407
Monster Eye;4408
Leogun;4409
Tatsunootoshigo;4410
Sword Slasher;4411
Yaiba Robo;4412
Machine King;4413
Giant Mech-Soldier;4414
Metal Dragon;4415
Karakuri Spider;4416
Bat;4417
Giga-Tech Wolf;4418
Cyber Soldier;4419
Shovel Crusher;4420
Mechanicalchaser;4421
Blocker;4422
Blast Juggler;4423
Golgoil;4424
Giganto;4425
Cyber-Stein;4426
Cyber Commander;4427
Jinzo #7;4428
Dice Armadillo;4429
Sky Dragon;4430
Thunder Dragon;4431
Stone Dragon;4432
Kaiser Dragon;4433
Magician of Faith;4434
Goddess of Whim;4435
Water Magician;4436
Ice Water;4437
Waterdragon Fairy;4438
Ancient Elf;4439
Beautiful Beast Trainer;4440
Water Girl;4441
White Dolphin;4442
Deepsea Shark;4443
Metal Fish;4444
Bottom Dweller;4445
7 Colored Fish;4446
Mech Bass;4447
Aqua Dragon;4448
Sea King Dragon;4449
Turu-Purun;4450
Sentinel of the Seas;4451
Aqua Snake;4452
Giant Red Seasnake;4453
Spike Seadra;4454
30,000-Year White Turtle;4455
Kappa Avenger;4456
Kanikabuto;4457
Zarigun;4458
Millennium Golem;4459
Destroyer Golem;4460
Barrel Rock;4461
Minomushi Warrior;4462
Stone Ghost;4463
Kaminari Attack;4464
Tripwire Beast;4465
Bolt Escargot;4466
Bolt Penguin;4467
The Immortal of Thunder;4468
Electric Snake;4469
Wing Eagle;4470
Punished Eagle;4471
Skull Red Bird;4472
Crimson Sunbird;4473
Queen Bird;4474
Armed Ninja;4475
Magical Ghost;4476
Soul Hunter;4477
Air Eater;4478
Vermillion Sparrow;4479
Sea Kamen;4480
Sinister Serpent;4481
Ganigumo;4482
Alinsection;4483
Insect Soldiers of the Sky;4484
Cockroach Knight;4485
Kuwagata α ;4486
Burglar;4487
Pragtical;4488
Garvas;4489
Ameba;4490
Korogashi;4491
Boo Koo;4492
Flower Wolf;4493
Rainbow Flower;4494
Barrel Lily;4495
Needle Ball;4496
Peacock;4497
Hoshiningen;4498
Maha Vailo;4499
Rainbow Marine Mermaid;4500
Musician King;4501
Wilmee;4502
Yado Karu;4503
Morinphen;4504
Kattapillar;4505
Dragon Seeker;4506
Man-Eater Bug;4507
D. Human;4508
Turtle Raccoon;4509
Fungi of the Musk;4510
Prisman;4511
Gale Dogra;4512
Crazy Fish;4513
Cyber Saurus;4514
Bracchio-raidus;4515
Laughing Flower;4516
Bean Soldier;4517
Cannon Soldier;4518
Guardian of the Throne Room;4519
Brave Scizzar;4520
The Statue of Easter Island;4521
Muka Muka;4522
Sand Stone;4523
Boulder Tortoise;4524
Fire Kraken;4525
Turtle Bird;4526
Skullbird;4527
Monstrous Bird;4528
The Bistro Butcher;4529
Star Boy;4530
Spirit of the Mountain;4531
Neck Hunter;4532
Milus Radiant;4533
Togex;4534
Flame Cerebrus;4535
Eldeen;4536
Mystical Sand;4537
Gemini Elf;4538
Kwagar Hercules;4539
Minar;4540
Kamakiriman;4541
Mechaleon;4542
Mega Thunderball;4543
Niwatori;4544
Corroding Shark;4545
Skelengel;4546
Hane-Hane;4547
Misairuzame;4548
Tongyo;4549
Dharma Cannon;4550
Skelgon;4551
Wow Warrior;4552
Griggle;4553
Bone Mouse;4554
Slime Toad;4555
Behegon;4556
Dark Elf;4557
Winged Dragon, Guardian of the Fortress #2;4558
Mushroom Man #2;4559
Lava Battleguard;4560
Tyhone #2;4561
The Wandering Doomed;4562
Steel Ogre Grotto #1;4563
Pot the Trick;4564
Oscillo Hero;4565
Invader from Another Dimension;4566
Lesser Dragon;4567
Needle Worm;4568
Wretched Ghost of the Attic;4569
Great Mammoth of Goldfine;4570
Man-eating Black Shark;4571
Yormungarde;4572
Darkworld Thorns;4573
Anthrosaurus;4574
Drooling Lizard;4575
Trakodon;4576
B. Dragon Jungle King;4577
Empress Judge;4578
Little D;4579
Witch of the Black Forest;4580
Ancient One of the Deep Forest;4581
Giant Scorpion of the Tundra;4582
Crow Goblin;4583
Leo Wizard;4584
Abyss Flower;4585
Patrol Robo;4586
Takuhee;4587
Dark Witch;4588
Weather Report;4589
Binding Chain;4590
Mechanical Snail;4591
Greenkappa;4592
Mon Larvas;4593
Living Vase;4594
Tentacle Plant;4595
Beaked Snake;4596
Morphing Jar;4597
Muse-A;4598
Giant Turtle Who Feeds on Flames;4599
Rose Spectre of Dunn;4600
Fiend Reflection #1;4601
Ghoul with an Appetite;4602
Pale Beast;4603
Little Chimera;4604
Violent Rain;4605
Key Mace #2;4606
Tenderness;4607
Penguin Soldier;4608
Fairy Dragon;4609
Obese Marmot of Nefariousness;4610
Liquid Beast;4611
Twin Long Rods #2;4612
Great Bill;4613
Shining Friendship;4614
Bladefly;4615
Electric Lizard;4616
Hiro's Shadow Scout;4617
Lady of Faith;4618
Twin-Headed Thunder Dragon;4619
Hunter Spider;4620
Armored Starfish;4621
Hourglass of Courage;4622
Marine Beast;4623
Warrior of Tradition;4624
Rock Spirit;4625
Snakeyashi;4626
Succubus Knight;4627
Ill Witch;4628
The Thing That Hides in the Mud;4629
High Tide Gyojin;4630
Fairy of the Fountain;4631
Amazon of the Seas;4632
Nekogal #2;4633
Witch's Apprentice;4634
Armored Rat;4635
Ancient Lizard Warrior;4636
Maiden of the Moonlight;4637
Stone Ogre Grotto;4638
Winged Egg of New Life;4639
Night Lizard;4640
Queen's Double;4641
Blue-Winged Crown;4642
Trent;4643
Queen of Autumn Leaves;4644
Amphibious Bugroth;4645
Acid Crawler;4646
Invader of the Throne;4647
Mystical Sheep #1;4648
Disk Magician;4649
Flame Viper;4650
Royal Guard;4651
Gruesome Goo;4652
Hyosube;4653
Machine Attacker;4654
Hibikime;4655
Whiptail Crow;4656
Kunai with Chain;4657
Magical Labyrinth;4658
Warrior Elimination;4659
Salamandra;4660
Eternal Rest;4662
Megamorph;4663
Metalmorph;4664
Acid Rain;4666
Crush Card Virus;4667
Eradicating Aerosol;4668
Breath of Light;4669
Eternal Drought;4670
Shine Palace;4674
Shadow Spell;4675
Black Luster Ritual;4676
Zera Ritual;4677
Harpie's Feather Duster;4678
War-Lion Ritual;4679
Beastly Mirror Ritual;4680
Commencement Dance;4682
Hamburger Recipe;4683
Novox's Prayer;4685
House of Adhesive Tape;4687
Eatgaboon;4688
Acid Trap Hole;4691
Widespread Ruin;4692
Goblin Fan;4693
Bad Reaction to Simochi;4694
Reverse Trap;4695
Fake Trap;4696
Turtle Oath;4698
Resurrection of Chakra;4700
Javelin Beetle Pact;4702
Garma Sword Oath;4703
Revival of Dokurorider;4705
Fortress Whale's Oath;4706
Performance of Sword;4707
Hungry Burger;4708
Sengenjin;4709
Skull Guardian;4710
Tri-Horned Dragon;4711
Serpent Night Dragon;4712
Skull Knight;4713
Cosmo Queen;4714
Chakra;4715
Crab Turtle;4716
Mikazukinoyaiba;4717
Meteor Dragon;4718
Meteor B. Dragon;4719
Firewing Pegasus;4720
Garma Sword;4722
Javelin Beetle;4723
Fortress Whale;4724
Dokurorider;4725
Black Magic Ritual;4727
Magician of Black Chaos;4728
Slot Machine;4729
Red Archery Girl;4731
Ryu-Ran;4732
Manga Ryu-Ran;4733
Toon Mermaid;4734
Toon Summoned Skull;4735
Dark-Eyes Illusionist;4736
Relinquished;4737
Jigen Bakudan;4738
Thousand-Eyes Idol;4739
Thousand-Eyes Restrict;4740
Steel Ogre Grotto #2;4741
Blast Sphere;4742
Hyozanryu;4743
Alpha The Magnet Warrior;4744
Legion the Fiend Jester;4745
Invitation to a Dark Sleep;4746
Lord of D.;4747
Red-Eyes Black Metal Dragon;4748
Barrel Dragon;4749
Hannibal Necromancer;4750
Panther Warrior;4751
Three-Headed Geedo;4752
Gazelle the King of Mythical Beasts;4753
Stone Statue of the Aztecs;4754
Berfomet;4755
Chimera the Flying Mythical Beast;4756
Gear Golem the Moving Fortress;4757
Jinzo;4758
Swordsman of Landstar;4759
Cyber Raider;4760
The Fiend Megacyber;4761
Reflect Bounder;4762
Beta The Magnet Warrior;4763
Big Shield Gardna;4764
Dark Magician Girl;4766
Alligator's Sword;4767
Insect Queen;4768
Parasite Paracide;4769
Skull-Mark Ladybug;4770
Little-Winguard;4771
Pinch Hopper;4772
Blue-Eyes Toon Dragon;4773
Sword Hunter;4774
Drill Bug;4775
Deepsea Warrior;4776
Bite Shoes;4777
Spikebot;4778
Satellite Cannon;4780
The Last Warrior from Another Planet;4785
Dunames Dark Witch;4786
Garnecia Elefantis;4787
Total Defense Shogun;4788
Beast of Talwar;4789
Cyber-Tech Alligator;4790
Gamma The Magnet Warrior;4792
Time Machine;4794
Copycat;4795
Toon World;4798
Gorgon's Eye;4799
Mimicat;4800
Black Illusion Ritual;4802
Brain Control;4803
Negate Attack;4804
Multiply;4805
7 Completed;4806
Lightforce Sword;4808
The Flute of Summoning Dragon;4810
Shield & Sword;4811
Graceful Charity;4812
Chain Destruction;4813
Mesmeric Control;4814
Graceful Dice;4815
Skull Dice;4816
Mind Control;4817
Scapegoat;4818
Amplifier;4819
Roulette Spider;4820
Card Destruction;4821
Dark Renewal;4822
Tragedy;4823
Mystical Refpanel;4826
Ectoplasmer;4828
Dark Magic Curtain;4830
Anti-Magic Arrows;4831
Insect Barrier;4832
Magical Arm Shield;4834
Fissure;4835
Trap Hole;4836
Polymerization;4837
Remove Trap;4838
Two-Pronged Attack;4839
Blue Medicine;4840
Raimei;4841
Monster Reborn;4842
De-Spell;4843
Pot of Greed;4844
Gravedigger Ghoul;4845
Burning Spear;4846
Gust Fan;4847
The Inexperienced Spy;4848
Reinforcements;4849
Castle Walls;4850
Ultimate Offering;4851
Ancient Telescope;4852
White Hole;4853
Call of the Grave;4854
Anti Raigeki;4855
Tribute to The Doomed;4856
Soul Release;4857
The Cheerful Coffin;4858
Call of Darkness;4859
Change of Heart;4860
Solemn Judgment;4861
Magic Jammer;4862
Seven Tools of the Bandit;4863
Horn of Heaven;4864
Just Desserts;4865
Royal Decree;4866
Last Day of Witch;4868
Exile of the Wicked;4869
Magical Thorn;4870
Restructer Revolution;4871
Fusion Sage;4872
Sword of Deep-Seated;4873
Block Attack;4874
The Unhappy Maiden;4875
Robbin' Goblin;4876
Germ Infection;4877
Paralyzing Potion;4878
The Stern Mystic;4879
Wall of Illusion;4880
Neo the Magic Swordsman;4881
Baron of the Fiend Sword;4882
Man-Eating Treasure Chest;4883
Sorcerer of the Doomed;4884
Last Will;4885
Waboku;4886
Mirror Force;4887
Ring of Magnetism;4888
Share the Pain;4889
Stim-Pack;4890
Heavy Storm;4891
Gryphon Wing;4892
Gravekeeper's Servant;4893
Curse of Fiend;4894
Upstart Goblin;4895
Toll;4896
Final Destiny;4897
Snatch Steal;4898
Chorus of Sanctuary;4899
Confiscation;4900
Delinquent Duo;4901
Darkness Approaches;4902
Fairy's Hand Mirror;4903
Tailor of the Fickle;4904
Rush Recklessly;4905
The Reliable Guardian;4906
The Forceful Sentry;4907
Chain Energy;4908
Mystical Space Typhoon;4909
Giant Trunade;4910
Painful Choice;4911
Snake Fang;4912
Cyber Jar;4913
Banisher of the Light;4914
Giant Rat;4915
Senju of the Thousand Hands;4916
UFO Turtle;4917
Flash Assailant;4918
Karate Man;4919
Dark Zebra;4920
Giant Germ;4921
Nimble Momonga;4922
Spear Cretin;4923
Shining Angel;4924
Boar Soldier;4925
Mother Grizzly;4926
Flying Kamakiri #1;4927
Ceremonial Bell;4928
Sonic Bird;4929
Mystic Tomato;4930
Kotodama;4931
Gaia Power;4932
Umiiruka;4933
Molten Destruction;4934
Rising Air Current;4935
Luminous Spark;4936
Mystic Plasma Zone;4937
Messenger of Peace;4938
Michizure;4939
Gust;4940
Driving Snow;4941
Armored Glass;4942
World Suppression;4943
Mystic Probe;4944
Metal Detector;4945
Numinous Healer;4946
Appropriate;4947
Forced Requisition;4948
Minor Goblin Official;4949
Gamble;4950
DNA Surgery;4951
The Regulation of Tribe;4952
Backup Soldier;4953
Attack and Receive;4954
Major Riot;4955
Ceasefire;4956
Light of Intervention;4957
Respect Play;4958
Imperial Order;4960
Skull Invitation;4961
Magical Hats;4962
Nobleman of Crossout;4963
Nobleman of Extermination;4964
The Shallow Grave;4965
Premature Burial;4966
Inspection;4967
Prohibition;4968
Morphing Jar #2;4969
Bubonic Vermin;4970
Flame Champion;4971
Twin-Headed Fire Dragon;4972
Darkfire Soldier #1;4973
Mr. Volcano;4974
Darkfire Soldier #2;4975
Kiseitai;4976
Cyber Falcon;4977
Dark Bat;4978
Flying Kamakiri #2;4979
Sky Scout;4980
Oni Tank T-34;4981
Overdrive;4982
Buster Blader;4983
Time Seal;4984
Graverobber;4985
Gift of The Mystical Elf;4986
The Eye of Truth;4987
Dust Tornado;4988
Call of the Haunted;4989
Solomon's Lawbook;4990
Earthshaker;4991
Enchanted Javelin;4992
Mirror Wall;4993
Obelisk the Tormentor;4998
Slifer the Sky Dragon;4999
The Winged Dragon of Ra;5000
Windstorm of Etaqua;5001
Valkyrion the Magna Warrior;5002
Alligator's Sword Dragon;5003
Vorse Raider;5004
Ring of Destruction;5005
Aqua Chorus;5006
Sebek's Blessing;5007
Anti-Spell Fragrance;5008
Riryoku;5009
Sword of Dragon's Soul;5010
Seal of the Ancients;5011
The Legendary Exodia Incarnate;5012
Luminous Soldier;5015
King Tiger Wanghu;5016
Command Knight;5017
Wolf Axwielder;5018
The Illusory Gentleman;5019
Patrician of Darkness;5020
Birdface;5021
Kryuel;5022
Airknight Parshath;5023
Fairy King Truesdale;5024
Serpentine Princess;5025
Maiden of the Aqua;5026
Robotic Knight;5027
Thunder Nyan Nyan;5028
Molten Behemoth;5029
Twin-Headed Behemoth;5030
Injection Fairy Lily;5031
Woodland Sprite;5032
Arsenal Bug;5033
Cipher Soldier;5034
Jowls of Dark Demise;5035
Souleater;5036
Slate Warrior;5037
Shapesnatch;5038
Electromagnetic Bagworm;5040
Timeater;5041
Mucus Yolk;5042
Servant of Catabolism;5043
Rigorous Reaver;5044
Moisture Creature;5045
Boneheimer;5046
Flame Dancer;5048
Sonic Jammer;5053
Gearfried the Iron Knight;5059
Humanoid Slime;5060
Worm Drake;5061
Humanoid Worm Drake;5062
Revival Jam;5063
Flying Fish;5065
Amphibian Beast;5066
Rocket Warrior;5067
The Legendary Fisherman;5069
Robolady;5072
Roboyarou;5073
Lightning Conger;5079
Spherous Lady;5086
Shining Abyss;5090
Archfiend of Gilfer;5091
Gadget Soldier;5092
Grand Tiki Elder;5093
The Masked Beast;5094
Melchid the Four-Face Beast;5095
Nuvia the Wicked;5096
Masked Beast Des Gardius;5097
The Mask of Remnants;5098
Soul Exchange;5099
Chosen One;5101
Mask of Weakness;5102
Curse of the Masked Beast;5103
Mask of Dispel;5104
Mask of Restrict;5106
Mask of the Accursed;5107
Mask of Brutality;5108
Return of the Doomed;5109
Lightning Blade;5110
Tornado Wall;5111
Infinite Dismissal;5112
Fairy Box;5113
Torrential Tribute;5114
Multiplication of Ants;5116
De-Fusion;5118
Jam Breeding Machine;5119
Nightmare's Steelcage;5120
Infinite Cards;5121
Jam Defender;5122
Card of Safe Return;5123
Magic Cylinder;5124
Solemn Wishes;5125
Burning Land;5126
Cold Wave;5127
Fairy Meteor Crush;5128
Limiter Removal;5129
Shift;5130
Insect Imitation;5131
Dimensionhole;5132
Magic Drain;5133
Gravity Bind;5134
Shadow of Eyes;5135
Girochin Kuwagata;5136
Hayabusa Knight;5137
Bombardment Beetle;5138
4-Starred Ladybug of Doom;5139
Gradius;5140
Vampire Baby;5141
Mad Sword Beast;5142
Skull Mariner;5143
The All-Seeing White Tiger;5144
Goblin Attack Force;5145
Island Turtle;5146
Wingweaver;5147
Science Soldier;5148
Souls of the Forgotten;5149
Dokuroyaiba;5150
Rain of Mercy;5151
Monster Recovery;5152
Type Zero Magic Crusher;5153
Yellow Luster Shield;5161
Creature Swap;5162
Spring of Rebirth;5164
Thousand Knives;5166
Mystic Box;5168
Ground Collapse;5170
Lady Panther;5193
The Unfriendly Amazon;5194
Amazoness Archer;5195
Crimson Sentry;5196
Fire Princess;5197
Lady Assailant of Flames;5198
Fire Sorcerer;5199
Spirit of the Breeze;5200
Dancing Fairy;5201
Fairy Guardian;5202
Empress Mantis;5203
