Ancient Gear;6570
Ancient Gear Beast;6316
Ancient Gear Box;11061
Ancient Gear Cannon;6587
Ancient Gear Castle;6578
Ancient Gear Catapult;12679
Ancient Gear Drill;6574
Ancient Gear Engineer;6841
Ancient Gear Explosive;6843
Ancient Gear Factory;6573
Ancient Gear Fist;6844
Ancient Gear Fortress;12680
Ancient Gear Gadget;12675
Ancient Gear Gadjiltron Chimera;6933
Ancient Gear Gadjiltron Dragon;6932
Ancient Gear Golem;6315
Ancient Gear Golem - Ultimate Pound;12997
Ancient Gear Howitzer;12777
Ancient Gear Hunting Hound;12748
Ancient Gear Hydra;12677
Ancient Gear Knight;7294
Ancient Gear Reactor Dragon;12676
Ancient Gear Reborn;12805
Ancient Gear Soldier;6317
Ancient Gear Tank;6842
Ancient Gear Token;65565
Ancient Gear Workshop;6935
Ancient Gear Wyvern;12678
Ancient Jar;65565
Ancient Lamp;5238
Ancient Leaf;8351
Ancient Lizard Warrior;4636
Ancient One of the Deep Forest;4581
Ancient Pixie Dragon;10452
Ancient Rules;6995
Ancient Sacred Wyvern;8333
Ancient Sorcerer;65565
Ancient Telescope;4852
Ancient Tool;4130
Ancient Tree of Enlightenment;65565
And the Band Played On;11108
Andro Sphinx;6087
Anesvullet Dragon;65565
Angel O7;7035
Angel of Zera;10819
Angel Paladin Arch-Parshath;65565
Angel Sage Minerva;65565
Angel Trumpeter;12273
Angmarl the Fiendish Monarch;12254
Angrappler;65565
Ansatsu;4133
Ante;5608
Anteatereatingant;6600
Anthrosaurus;4574
Anti Raigeki;4855
Anti-Aircraft Flower;5890
Anti-Fusion Device;7011
Anti-Magic Arrows;4831
Anti-Magic Prism;9009
Anti-Spell;5684
Anti-Spell Fragrance;5008
Ape Fighter;8584
Ape Magician;8587
Apocatequil;8633
Apoqliphort Skybase;11543
Apoqliphort Towers;11358
Apple Magician Girl;12498
Appointer of the Red Lotus;8515
Apprentice Illusion Magician;12817
Apprentice Magician;5650
Apprentice Piper;12764
Appropriate;4947
Aqua Armor Ninja;9889
Aqua Chorus;5006
Aqua Dragon;4448
Aqua Jet;9665
Aqua Madoor;4219
Aqua Snake;65565
Aqua Spirit;5253
Aqua Story - Urashima;11922
Aquaactress Arowana;11918
Aquaactress Guppy;11917
Aquaactress Tetra;11916
Aquamirror Cycle;10102
Aquamirror Illusion;9610
Aquamirror Meditation;9185
Aquarian Alessa;7197
Aquarium Lighting;11921
Aquarium Set;11920
Aquarium Stage;11919
Aratama;10766
Arcana Call;7642
Arcana Force 0 - The Fool;7581
Arcana Force EX - The Dark Ruler;7590
Arcana Force EX - The Light Ruler;7344
Arcana Force I - The Magician;7582
Arcana Force III - The Empress;7583
Arcana Force IV - The Emperor;7584
Arcana Force VI - The Lovers;7585
Arcana Force VII - The Chariot;7586
Arcana Force XIV - Temperance;7587
Arcana Force XVIII - The Moon;7588
Arcana Force XXI - The World;7589
Arcana Knight Joker;6454
Arcane Apprentice;8020
Arcane Archer of the Forest;5971
Arcane Barrier;8056
Arcanite Magician;8038
Arcanite Magician/Assault Mode;8019
Archfiend Black Skull Dragon;11832
Archfiend Cavalry;10633
Archfiend Commander;10686
Archfiend Eccentrick;11826
Archfiend Emperor, the First Lord of Horror;10634
Archfiend Empress;9277
Archfiend General;7110
Archfiend Giant;10874
Archfiend Heiress;10632
Archfiend Interceptor;8783
Archfiend Marmot of Nefariousness;4208
Archfiend Mirror;65565
Archfiend of Gilfer;5091
Archfiend Palabyrinth;10669
Archfiend Soldier;5762
Archfiend Zombie-Skull;8332
Archfiend's Call;65565
Archfiend's Oath;5789
Archfiend's Roar;5796
Archlord Kristya;8283
Archlord Zerato;5976
Aria the Melodious Diva;11223
Ariel, Priestess of the Nekroz;12945
Arisen Gaia the Fierce Knight;12042
Arkbrave Dragon;12359
Arlownay;65565
Arma Knight;65565
Armades, Keeper of Boundaries;10648
Armageddon Designator;10683
Armageddon Knight;7423
Armaill;4178
Armament of the Lethal Lords;6959
Armed Changer;6524
Armed Dragon LV10;6540
Armed Dragon LV3;6105
Armed Dragon LV5;6106
Armed Dragon LV7;6107
Armed Ninja;4475
Armed Protector Dragon;10743
Armed Samurai - Ben Kei;6252
Armed Sea Hunter;8316
Armityle the Chaos Phantom;7342
Armor Blast;9927
Armor Break;5995
Armor Breaker;7377
Armor Exe;5659
Armor Ninjitsu Art of Alchemy;9925
Armor Ninjitsu Art of Freezing;9942
Armor Ninjitsu Art of Rust Mist;9943
Armored Axon Kicker;8320
Armored Bee;8742
Armored Cybern;7412
Armored Glass;4942
Armored Kappa;10466
Armored Lizard;4057
Armored Rat;65565
Armored Starfish;4621
Armored Zombie;4102
Armoroid;7057
Armory Arm;7987
Arnis, the Empowered Warrior;11138
Aroma Garden;11846
Aroma Jar;11822
Aromage Bergamot;11821
Aromage Cananga;11819
Aromage Jasmine;11818
Aromage Rosemary;11820
Aromaseraphy Angelica;12621
Aromaseraphy Rosemary;12637
Array of Revealing Light;5329
Arrivalrivals;13278
Arsenal Bug;5033
Arsenal Robber;5739
Arsenal Summoner;5703
Artifact Achilleshield;11044
Artifact Aegis;11043
Artifact Beagalltach;11041
Artifact Caduceus;11046
Artifact Chakram;11242
Artifact Durendal;11078
Artifact Failnaught;11042
Artifact Ignition;11089
Artifact Labrys;11045
Artifact Lancea;11243
Artifact Mjolnir;65565
Artifact Moralltach;11040
Artifact Sanctum;11101
Artifact Scythe;11195
Artifact Vajra;12028
Artifacts Unleashed;11090
Artorigus, King of the Noble Knights;10474
Ascending Soul;8670
Ascension Sky Dragon;10848
Asceticism of the Six Samurai;9341
Ash Blossom & Joyous Spring;12950
Asleep at the Switch;9680
Asport;65565
Assault Armor;7494
Assault Beast;8022
Assault Blackwing - Chidori the Rain Sprinkling;12323
Assault Blackwing - Kunai the Drizzle;11962
Assault Blackwing - Onimaru the Divine Thunder;12448
Assault Blackwing - Raikiri the Rain Shower;11991
Assault Blackwing - Sayo the Rain Hider;12446
Assault Blackwing - Sohaya the Rain Storm;12447
Assault Counter;8070
Assault Dog;11178
Assault Mercenary;8021
Assault Mode Activate;8058
Assault on GHQ;6282
Assault Overload;8046
Assault Revival;8048
Assault Slash;8069
Assault Spirits;8848
Assault Teleport;8047
Assault Wyvern;12486
Astral Barrier;6226
Astrograph Sorcerer;12906
Asura Priest;5381
Aswan Apparition;6026
Asymmetaphys;13276
At One With the Sword;8369
Athena;7571
Atlantean Attack Squad;10166
Atlantean Dragoons;10219
Atlantean Heavy Infantry;10221
Atlantean Marksman;10220
Atlantean Pikeman;7366
Atomic Firefly;5966
Atomic Scrap Dragon;9334
Attack and Receive;4954
Attack Gainer;9091
Attack of the Cornered Rat;8227
Attack Pheromones;8483
Attack Reflector Unit;6581
Attack the Moon!;10359
Attention!;9695
Attraffic Control;9763
Augmented Heraldry;10976
Auram the World Chalice Blademaster;13088
Aurkus, Lightsworn Druid;7796
Aurora Paragon;9507
Aurora Weathery Pattern;65565
Aurora Wing;10494
Aussa the Earth Charmer;6335
Automatic Laser;8226
Autonomous Action Unit;5606
Autorokket Dragon;13226
Avalanching Aussa;6699
Avalon;11203
Avatar of The Pot;5960
Avenging Knight Parshath;7864
Axe Dragonute;6547
Axe of Despair;4310
Axe of Fools;9135
Axe Raider;4084
Aye-Iron;9978
Ayers Rock Sunrise;11165
Aztekipede, the Worm Warrior;7569
Azure-Eyes Silver Dragon;10593
B-Buster Drake;12583
B. Dragon Jungle King;65565
B. Skull Dragon;4223
B.E.F. Zelos;12976
B.E.S. Big Core;6199
B.E.S. Big Core MK-2;7678
B.E.S. Big Core MK-3;12946
B.E.S. Covered Core;6591
B.E.S. Crystal Core;6419
B.E.S. Tetran;6498
Baby Dragon;4010
Baby Raccoon Ponpoko;10745
Baby Raccoon Tantan;10746
Baby Tiragon;9756
Babycerasaurus;6799
Bachibachibachi;10482
Back to Square One;6212
Back to the Front;13116
Back-Up Rider;11848
Backfire;5986
Backlinker;13195
Backs to the Wall;7134
Backup Secretary;13041
Backup Soldier;4953
Backup Squad;13281
Backup Warrior;8607
Bacon Saver;10362
Bad Aim;12350
Bad Luck Blast;12188
Bad Reaction to Simochi;4694
Bahamut Shark;10332
Bait Doll;5275
Balance of Judgment;11862
Balancer Lord;13196
Ballista of Rampart Smashing;6214
Balloon Lizard;5886
Bamboo Scrap;7930
Banisher of the Light;4914
Banisher of the Radiance;6695
Banishment of the Darklords;12728
Banner of Courage;5538
Baobaboon;12948
Barbar, Malebranche of the Burning Abyss;11773
Barbaroid, the Ultimate Battle Machine;9402
Bark of Dark Ruler;5310
Barkion's Bark;9129
Baron of the Fiend Sword;4882
Barox;4092
Barrel Behind the Door;5543
Barrel Dragon;4749
Barrel Lily;65565
Barrel Rock;65565
Barrier Resonator;9297
Barrier Statue of the Abyss;6882
Barrier Statue of the Drought;6886
Barrier Statue of the Heavens;6887
Barrier Statue of the Inferno;6884
Barrier Statue of the Stormwinds;6885
Barrier Statue of the Torrent;6883
Barrier Wave;8999
Bashing Shield;11426
Basic Insect;4056
Bat;65565
Battery Charger;6348
Batteryman 9-Volt;11247
Batteryman AA;6339
Batteryman AAA;8810
Batteryman C;6428
Batteryman Charger;7603
Batteryman D;6703
Batteryman Fuel Cell;8811
Batteryman Industrial Strength;7604
Batteryman Micro-Cell;7605
Battle Break;10288
Battle Fader;8617
Battle Footballer;5702
Battle for the World Legacy;65565
Battle Fusion;11162
Battle Instinct;8995
Battle Mania;7918
Battle of the Elements;8365
Battle Ox;4032
Battle Steer;4020
Battle Teleportation;8362
Battle Tuned;7742
Battle Waltz;9238
Battle Warrior;4106
Battle-Scarred;5794
Battlecruiser Dianthus;10716
Battleguard Howling;11278
Battleguard King;11226
Battleguard Rage;11277
Battlestorm;8371
Battlin' Boxer Big Bandage;11037
Battlin' Boxer Cheat Commissioner;10780
Battlin' Boxer Counterpunch;10501
Battlin' Boxer Glassjaw;10498
Battlin' Boxer Headgeared;10497
Battlin' Boxer Lead Yoke;10531
Battlin' Boxer Rabbit Puncher;10738
Battlin' Boxer Rib Gardna;10737
Battlin' Boxer Shadow;11117
Battlin' Boxer Sparrer;10499
Battlin' Boxer Switchitter;10500
Battlin' Boxer Veil;11038
Battlin' Boxing Spirits;10791
Baxia, Brightness of the Yang Zing;11260
Bazoo the Soul-Eater;5250
Beacon of White;12332
Beaked Snake;65565
Bean Soldier;4517
Beast Fangs;4314
Beast King Barbaros;7346
Beast Machine King Barbaros Ür;7790
Beast of Talwar;4789
Beast of the Pharaoh;7726
Beast Rage;8987
Beast Rising;9005
Beast Soul Swap;6281
Beast Striker;8376
Beast-Eyes Pendulum Dragon;11513
Beast-Warrior Puma;9974
Beastking of the Swamps;4264
Beastly Mirror Ritual;4680
Beatrice, Lady of the Eternal;12108
Beautiful Beast Trainer;65565
Beautiful Headhuntress;4240
Beautunaful Princess;11065
Beaver Warrior;4033
Beckoned by the World Chalice;13059
Beckoning Light;5993
Bee List Soldier;8031
Beelze Frog;6604
Beelze of the Diabolic Dragons;11011
Beelzeus of the Diabolic Dragons;11514
Beetron;10107
Beginning Knight;11966
Beginning of Heaven and Earth;12808
Begone, Knave!;5918
Behegon;4556
Behemoth the King of All Animals;6244
Beiige, Vanguard of Dark World;6501
Belial - Marquis of Darkness;7068
Beltlink Wall Dragon;65565
Bending Destiny;8501
Berfomet;4755
Berlineth the Firestorm Vassal;11757
Berry Magician Girl;12497
Berserk Dragon;5700
Berserk Gorilla;5823
Berserk Scales;10077
Berserker Crush;7555
Berserker Soul;11153
Berserking;8380
Berserkion the Electromagna Warrior;12576
Beta The Electromagnet Warrior;12574
Beta The Magnet Warrior;4763
Bi'an, Earth of the Yang Zing;11238
Bickuribox;4391
Bicorn Re'em;8944
Bicular;8613
Big Bang Shot;5669
Big Belly Knight;10450
Big Burn;5851
Big Evolution Pill;6819
Big Eye;4177
Big Insect;65565
Big Jaws;9622
Big Koala;5814
Big One Warrior;9237
Big Piece Golem;7706
Big Shield Gardna;4764
Big Wave Small Wave;6137
Big Whale;10489
BIG Win!?;10811
Big-Tusked Mammoth;6245
Binary Sorceress;13204
Binding Chain;65565
Bio Plant;65565
Bio-Mage;5206
Biofalcon;8797
Bird of Paradise Lost;11824
Bird of Roses;8794
Birdface;5021
Birthright;7013
Bite Bug;10573
Bite Shoes;4777
Bitelon;5928
Bitron;13029
Bitrooper;65565
Bixi, Water of the Yang Zing;11239
Black and White Wave;10671
Black Brachios;10924
Black Brutdrago;8478
Black Cat-astrophe;11914
Black Dragon Collapserpent;10463
Black Dragon Ninja;12435
Black Dragon's Chick;65565
Black Fang Magician;12909
Black Feather Beacon;9245
Black Garden;7904
Black Horn of Heaven;6918
Black Illusion;11129
Black Illusion Ritual;4802
Black Luster Ritual;4676
Black Luster Soldier;4370
Black Luster Soldier (Normal);65565
Black Luster Soldier - Envoy of the Beginning;5835
Black Luster Soldier - Envoy of the Evening Twilight;10823
Black Luster Soldier - Sacred Soldier;12041
Black Luster Soldier - Super Soldier;11986
Black Magic Ritual;4727
Black Metal Dragon;11806
Black Pendant;4317
Black Potan;8640
Black Ptera;6798
Black Ray Lancer;9758
Black Return;9246
Black Rose Dragon;7898
Black Rose Moonlight Dragon;11123
Black Salvo;8001
Black Sonic;11175
Black Stego;6776
Black Thunder;8841
Black Tyranno;5889
Black Veloci;7433
Black Whirlwind;8203
Black Wing Revenge;11176
Black-Winged Dragon;8815
Black-Winged Strafe;8820
Blackback;9142
Blackboost;9356
Blackfeather Darkrage Dragon;11012
Blackland Fire Dragon;4016
Blackwing - Abrolhos the Megaquake;9094
Blackwing - Aurora the Northern Lights;9093
Blackwing - Backlash;8839
Blackwing - Blizzard the Far North;8162
Blackwing - Bombardment;8840
Blackwing - Boobytrap;9145
Blackwing - Bora the Spear;8012
Blackwing - Boreas the Sharp;9298
Blackwing - Breeze the Zephyr;8779
Blackwing - Brisote the Tailwind;9299
Blackwing - Calima the Haze;9300
Blackwing - Damascus the Polar Night;10303
Blackwing - Decay the Ill Wind;12289
Blackwing - Elphin the Raven;8165
Blackwing - Etesian of Two Swords;9092
Blackwing - Fane the Steel Chain;8297
Blackwing - Gale the Whirlwind;8011
Blackwing - Ghibli the Searing Wind;8777
Blackwing - Gladius the Midnight Sun;9461
Blackwing - Gofu the Vague Shadow;12412
Blackwing - Gram the Shining Star;9464
Blackwing - Gust the Backblast;8778
Blackwing - Harmattan the Dust;12122
Blackwing - Hillen the Tengu-wind;9479
Blackwing - Hurricane the Tornado;11174
Blackwing - Jetstream the Blue Sky;9243
Blackwing - Jin the Rain Shadow;9437
Blackwing - Kalut the Moon Shadow;8164
Blackwing - Kochi the Daybreak;9242
Blackwing - Kogarashi the Wanderer;9480
Blackwing - Kris the Crack of Dawn;9460
Blackwing - Mistral the Silver Shield;8295
Blackwing - Nothung the Starlight;11649
Blackwing - Oroshi the Squall;11172
Blackwing - Pinaki the Waxing Moon;9459
Blackwing - Shura the Blue Flame;8163
Blackwing - Silverwind the Ascendant;8476
Blackwing - Sirocco the Dawn;8013
Blackwing - Steam the Cloak;11173
Blackwing - Tornado the Reverse Wind;12411
Blackwing - Vayu the Emblem of Honor;8296
Blackwing - Zephyros the Elite;9244
Blackwing Armed Wing;8193
Blackwing Armor Master;8036
Blackwing Tamer - Obsidian Hawk Joe;9463
Blade Armor Ninja;9915
Blade Bounzer;10033
Blade Garoodia the Cubic Beast;12517
Blade Knight;5488
Blade Rabbit;6248
Blade Skater;6472
Bladefly;4615
Blast Asmodian;6880
Blast Held by a Tribute;5365
Blast Juggler;4423
Blast Magician;6250
Blast Sphere;4742
Blast with Chain;5396
Blaster, Dragon Ruler of Infernos;10521
Blasting Fuse;6910
Blasting the Ruins;5852
Blaze Accelerator;7086
Blaze Accelerator Reload;11597
Blaze Fenix, the Burning Bombardment Bird;9256
Blazewing Butterfly;7341
Blazing Hiita;6701
Blazing Inpachi;5876
Blazing Mirror Force;12022
Blessings for Gusto;9186
Blessings of the Nile;6052
Blind Destruction;5268
Blind Obliteration;13118
Blind Spot Strike;8976
Blindly Loyal Goblin;5714
Blizzard Dragon;7017
Blizzard Falcon;10493
Blizzard Princess;8891
Blizzard Thunderbird;11036
Blizzard Warrior;7528
Blizzed, Defender of the Ice Barrier;7527
Block Attack;4874
Block Dragon;12433
Block Golem;10165
Block Spider;11335
Blocker;4422
Blockman;6160
Blood Mefist;9220
Blood Sucker;6289
Bloom Diva the Melodious Choir;11715
Bloom Prima the Melodious Choir;12317
Blossom Bombardment;8849
Blowback Dragon;5964
Blue Dragon Ninja;10314
Blue Dragon Summoner;11142
Blue Duston;10776
Blue Flame Swordsman;10864
Blue Medicine;4840
Blue Mountain Butterspy;10698
Blue Rose Dragon;9448
Blue Thunder T-45;7438
Blue-Blooded Oni;9651
Blue-Eyed Silver Zombie;65565
Blue-Eyes Alternative White Dragon;12253
Blue-Eyes Chaos MAX Dragon;12487
Blue-Eyes Shining Dragon;6082
Blue-Eyes Spirit Dragon;12324
Blue-Eyes Toon Dragon;4773
Blue-Eyes Twin Burst Dragon;12252
Blue-Eyes Ultimate Dragon;4386
Blue-Eyes White Dragon;4007
Blue-Winged Crown;4642
Blustering Winds;9570
Boar Soldier;4925
Bokoichi the Freightening Car;6174
Bolt Escargot;65565
Bolt Penguin;4467
Bombardment Beetle;5138
Bonding - D2O;13190
Bonding - DHO;13191
Bonding - H2O;6492
Bone Crusher;8141
Bone Mouse;65565
Bone Temple Block;8229
Boneheimer;5046
Bonfire Colossus;10472
Boo Koo;65565
Booby Trap E;12208
Boogie Trap;13103
Book of Eclipse;7752
Book of Life;5430
Book of Moon;5432
Book of Secret Arts;4329
Book of Taiyou;5431
Boon of the Meklord Emperor;9521
Boost Warrior;9234
Boot Staggered;13198
Boot-Up Soldier - Dread Dynamo;6934
Borrel Refrigeration;65565
Borreload Dragon;13258
Boss Rush;6514
Botanical Girl;7892
Botanical Lion;7143
Bottom Dweller;4445
Bottomless Shifting Sand;5440
Bottomless Trap Hole;5400
Boulder Tortoise;65565
Bound Wand;10074
Bountiful Artemis;6690
Bounzer Guard;10092
Bowganian;5687
Box of Friends;10699
BOXer;11516
Bracchio-raidus;4515
Brain Control;4803
Brain Crusher;5926
Brain Golem;8179
Brain Hazard;9543
Brain Jacker;6263
Brain Research Lab;8347
Brainwashing Beam;6812
Branch!;6513
Brave Scizzar;65565
Brave-Eyes Pendulum Dragon;12774
Break Away;12979
Break Off Trap Hole;13114
Break! Draw!;8663
Breaker the Dark Magical Warrior;11249
Breaker the Magical Warrior;5655
Breakthrough Skill;10437
Breakthrough!;7133
Breath of Light;4669
Bri Synchron;9236
Bright Future;9687
Bright Star Dragon;9802
Brilliant Fusion;11840
Brilliant Spark;11852
Brionac, Dragon of the Ice Barrier;7548
Brohunder;12889
Broken Bamboo Sword;7225
Broken Blocker;7759
Broken Line;13295
Brotherhood of the Fire Fist - Bear;10383
Brotherhood of the Fire Fist - Boar;10629
Brotherhood of the Fire Fist - Buffalo;10510
Brotherhood of the Fire Fist - Cardinal;10535
Brotherhood of the Fire Fist - Caribou;10630
Brotherhood of the Fire Fist - Coyote;10596
Brotherhood of the Fire Fist - Dragon;10384
Brotherhood of the Fire Fist - Gorilla;10382
Brotherhood of the Fire Fist - Hawk;10380
Brotherhood of the Fire Fist - Horse Prince;10328
Brotherhood of the Fire Fist - Kirin;10645
Brotherhood of the Fire Fist - Leopard;10508
Brotherhood of the Fire Fist - Lion Emperor;10330
Brotherhood of the Fire Fist - Raven;10381
Brotherhood of the Fire Fist - Rhino;10509
Brotherhood of the Fire Fist - Rooster;10445
Brotherhood of the Fire Fist - Snake;10385
Brotherhood of the Fire Fist - Spirit;10329
Brotherhood of the Fire Fist - Swallow;10386
Brotherhood of the Fire Fist - Tiger King;10407
Brotherhood of the Fire Fist - Wolf;10507
Broww, Huntsman of Dark World;6502
Brron, Mad King of Dark World;6503
Brushfire Knight;10396
Brutal Potion;7354
Bubble Barrier;11842
Bubble Blaster;6537
Bubble Bringer;10289
Bubble Crash;5398
Bubble Illusion;6538
Bubble Shuffle;6408
Bubonic Vermin;4970
Bug Emergency;12346
Bug Matrix;12336
Bug Signal;12974
Bujin Arasuda;10912
Bujin Hiruko;12025
Bujin Hirume;11053
Bujin Mikazuchi;10753
Bujin Regalia - The Jewel;10961
Bujin Regalia - The Mirror;10794
Bujin Regalia - The Sword;10677
Bujin Yamato;10619
Bujincarnation;10666
Bujincident;11104
Bujinfidel;10678
Bujingi Boar;10756
Bujingi Centipede;10757
Bujingi Crane;10623
Bujingi Crow;10754
Bujingi Fox;10915
Bujingi Hare;10916
Bujingi Ibis;10755
Bujingi Ophidian;10624
Bujingi Pavo;10987
Bujingi Peacock;10913
Bujingi Quilin;10620
Bujingi Raven;10872
Bujingi Sinyou;11199
Bujingi Swallow;10914
Bujingi Turtle;10621
Bujingi Warg;10814
Bujingi Wolf;10622
Bujinki Amaterasu;11081
Bujintei Kagutsuchi;10784
Bujintei Susanowo;10660
Bujintei Tsukuyomi;10940
Bujintervention;11093
Bujinunity;10951
